3000 20000
-2279 1872 -1102
-1870 15 2904
1594 2762 2255
-2026 1852 925
523 -316 -947
-1091 2230 50
103 2515 2133
271 -1480 -2214
562 -2894 226
-576 -1365 -932
-533 -1312 125
2277 -1700 1130
-2837 827 1017
-318 -122 -771
865 196 93
407 2249 862
797 -2630 616
-1612 75 1113
-985 -1351 -702
50 1213 -2251
713 -2494 -1058
-2545 2726 -689
2616 2275 -1124
1084 1331 -2186
-2432 2797 -1195
2783 -1963 -493
409 -1532 -2701
-203 -849 2716
-1179 507 1891
2506 -2597 -655
374 1841 419
1527 2964 -2597
2360 -2570 -2972
-167 -484 289
-1290 -1052 -711
1943 24 2927
-1039 -1224 2492
2096 -1936 -423
490 -2007 -1677
2679 -877 -1101
1132 -2360 -340
1988 -1153 244
603 -1320 -2488
2942 273 869
1988 -2700 370
-2325 590 -2038
-2464 -534 -656
2185 612 1225
-105 1372 -1024
1654 -1046 -1033
-1459 2088 -1550
1486 -1740 -175
-2958 -829 -1613
-2672 -624 -485
-2202 -2768 -1534
184 194 1671
-1028 -96 1748
-1593 2574 2457
2434 1477 1618
-18 -306 -1925
-2132 -2129 -1767
2357 1676 -1179
543 -1744 608
-2070 2418 359
556 2629 2984
1404 1922 1400
-576 -146 1612
1959 -303 -1986
1653 -142 1907
754 -1997 -1666
2600 1138 -2720
-226 -1528 -2255
-2725 -1081 -2059
161 1519 -100
-1654 -1141 1731
-1802 -1016 -1458
1957 -1196 -2590
-698 -522 -769
2961 -426 2177
989 1262 645
-1956 -1749 2981
-2900 -2702 372
-300 2668 200
1156 1497 306
-1500 2386 837
1456 -2495 -966
2767 -1302 128
-2551 -1257 351
1509 -2451 1929
460 -1417 809
-503 -1202 1319
-2318 1355 1617
-1887 1459 203
-2945 2928 2841
740 -2035 -189
50 -1516 856
369 -257 2313
-427 -440 1576
-1516 -1142 411
2762 -2135 387
-2480 -844 -1825
-1132 2194 -2890
100 -699 -2696
357 2163 484
-1862 1063 -1980
-525 -684 -2761
-1925 -2806 -2337
-585 1610 -1559
-1207 -821 -796
1613 2433 2214
2351 -2570 -2429
-1068 1231 -509
2280 -1241 1838
1406 2714 -2617
1464 343 799
2606 1790 98
-1723 -1711 -2450
1702 -2588 -2636
-939 1447 -2846
130 1635 1811
-1287 -528 -1538
-12 2152 1625
-1124 2583 -5
-821 1572 1610
2282 -1707 -2624
44 2412 -1516
-1591 -344 142
-414 2719 376
1573 2501 2721
-2770 -270 -2770
847 -2433 -1526
704 290 2565
461 -383 -1274
1080 -57 2967
419 10 -222
-300 1457 -1043
997 1595 2660
-781 -1020 1559
-970 506 1702
1391 76 880
1055 2061 562
-1515 -2353 -912
157 1945 -2886
-501 -2818 110
2727 1729 1262
1473 -1434 1539
2308 -2223 -2534
304 587 -1847
-407 -2043 -441
2796 -1689 -2389
1436 -74 -2507
-38 -1238 -1320
-1796 -2002 -2962
2427 -61 -1904
-2414 -2311 -969
-1186 2789 -584
-2620 -2609 -1053
-59 1472 2794
-239 -1488 -2677
-1144 -1141 730
2152 -2702 -1707
-1143 -2162 252
1010 -1385 -2096
806 -1210 -285
-318 578 268
1296 1873 -1305
-27 -2950 -494
-274 -2069 726
1363 -426 1166
-1861 -2566 -1552
2592 -1099 1723
1415 -733 2900
1043 603 -1961
2729 -1905 960
-2875 -870 1169
-2214 2334 189
1874 1954 467
767 -2476 2740
-2532 70 -299
-1907 -1572 2622
-1849 2718 -1897
-2908 -1560 -1460
-1018 1404 -292
575 1360 1751
-2558 2967 -2515
-1208 -2257 -161
-1134 2095 -1684
-1476 794 -1587
-524 1497 589
2716 -467 -2159
511 1979 -70
-1459 -1073 -1181
1393 597 2028
-1255 -2315 2259
1888 699 -360
803 -1129 177
-1762 1824 2201
-2802 1740 -1736
-1611 36 -2987
2380 2846 515
-2716 -474 -1469
-1181 -2005 -2858
-2335 1464 -1088
2801 2599 2658
-504 -2598 2161
-425 -1952 -2343
-819 1573 300
-2881 434 437
-668 1165 79
2982 277 -2465
-1297 914 2987
-659 -2882 -2856
2505 342 1906
211 -2292 -1487
2246 2695 2552
1457 1129 -1057
1628 1309 -328
-706 -2478 938
185 2640 -798
-2620 1737 2535
1825 -373 -837
1361 -758 -2863
-1233 2973 56
-380 -233 -341
-2856 963 1025
1215 1687 1869
-1147 2175 216
-2828 1711 2334
-744 2635 2675
2216 -2430 559
-123 -739 52
1305 -1734 -85
-908 -2904 1379
1091 2279 2238
1224 376 1220
1857 -1992 -1752
2331 -846 -537
-1287 1376 -1371
-2811 -464 1613
1430 1363 -1926
1601 924 201
-1282 -1877 833
823 -1006 -1792
-1592 1361 2650
-1322 -1668 -2806
2131 910 300
-309 -184 2669
-604 -1275 447
981 -1885 -653
2686 -1166 2614
1360 -2211 1206
1441 -2605 1840
-768 -1519 -1891
233 -947 -1797
-2510 -2539 -735
2003 2100 -884
-2885 -685 -1703
-331 -2680 -781
1934 -1465 573
-761 2270 -1273
-1647 1084 1688
2545 2337 -2744
620 817 -2317
-1951 2643 -199
-954 -1882 -1390
1987 658 -1019
767 -1878 1552
-34 -81 -739
1142 -1218 -2810
2090 -1164 -421
-1398 -152 376
1036 141 -981
-2114 1653 -2559
-2616 437 -1707
1663 1861 -564
1484 -793 1205
1936 -2971 1117
1566 -2562 -2868
1085 1163 1736
-1743 -515 1738
476 -154 -2641
-1438 -2563 -1003
-504 -215 2753
751 2033 -2183
-944 -1635 1640
-2636 -471 -2408
-2458 1461 1223
2774 -2973 -920
-335 -2419 2144
1678 305 -1131
-2479 1845 -1345
2426 2817 -1405
548 98 -1399
92 -2170 -359
2440 284 2757
-851 -1230 1143
-1869 -1423 1655
2204 2354 540
76 -190 2559
2897 2568 510
2089 -2042 -2021
-1094 -1444 1205
-212 -2627 228
-1588 1484 2143
-2190 5 -708
1352 2951 1850
-92 -1373 -2827
-2193 222 -2973
-697 2689 1903
-2879 -1233 1196
-2930 327 717
-1983 2331 450
2809 -1246 2181
-2267 1083 1206
2589 841 -2957
-1175 -1918 -863
-2670 2371 34
-1709 -2631 445
528 2885 1715
-2201 -1043 -2024
2794 2277 -274
2025 -638 -1139
409 -2032 -2402
-820 2154 2841
2086 -1126 2191
-1902 -148 1814
-2924 -2100 348
267 1592 1232
2296 -1580 -1732
-408 890 1532
-386 1181 -2802
-1081 1621 2574
-2958 2917 -1389
134 -787 1937
-895 -2768 1387
709 101 -2658
-202 1778 -1823
-1660 -1925 2250
-2789 -2950 -454
907 -2919 -1010
-434 -1119 1307
-189 2934 1191
1831 -1149 2747
2482 49 216
-1368 1016 1383
1348 -2369 2185
1991 -2548 1492
31 325 300
251 -486 1054
1958 2239 151
-2356 -1115 -1488
-715 -816 2748
224 -1747 2714
-2576 1857 -2324
157 -2551 -2780
1260 1362 -966
223 373 2383
548 -1516 -2640
-531 -1712 -797
-782 -1651 -2684
-1872 194 2294
-1344 1427 431
-515 1912 -315
786 71 -1262
-2121 1881 1778
1690 -313 -1413
-2630 1430 1587
2395 -2540 -1261
-563 -511 -1509
-2756 389 555
-908 143 -1101
-2328 -715 2992
2746 -563 1533
738 -1746 -369
-1629 -2219 2526
-1510 -854 2271
1287 2819 -613
-1774 -2798 -1585
787 -1212 1471
-742 -733 240
1719 -818 2153
1345 162 -1544
-2570 543 -44
1482 2092 2385
1619 -365 -1832
-34 -1750 -1633
-2063 1635 -200
-2512 -405 841
670 142 2126
-2360 2548 2241
2892 -2458 1750
-1622 -613 -1955
901 -1395 -302
-1277 108 -2424
164 -676 80
-2778 -217 4
-2952 -474 2134
-451 -831 2764
-2660 2634 1098
2432 -2019 741
-1032 -174 1642
1812 -351 282
2051 -2740 1281
758 1113 -2370
-2452 2828 781
-2626 -2310 -1464
959 2562 -1987
-1867 1964 -463
-997 1667 -442
-1716 -2293 2724
-196 1704 -1879
1856 650 664
-1880 460 -2279
2042 -2336 2899
290 -49 1631
-2842 -2915 2201
449 2747 -1026
-1300 229 2172
-2842 -1191 -762
1613 -1713 -1403
-2070 454 -1536
-1313 -2318 -974
-2114 2962 1330
-818 111 893
2454 -2179 -2825
-2331 863 2657
2332 2470 -1051
-860 2211 2759
-638 -677 -641
-1106 1795 -1545
-634 2576 2050
-2461 2598 2842
1050 -1745 -1140
1867 544 1479
-402 2046 -1395
553 1188 2686
1659 2874 2389
358 -2010 2862
2222 -1985 1238
-2792 986 -1148
-2463 -224 1693
-1159 -667 322
2603 41 2088
-2502 1128 -1249
328 -2262 2957
2922 1585 -2028
-2658 2997 -2500
2956 -1226 2908
372 -637 -654
1037 39 -88
-2 -2353 -673
2954 2131 -1811
-2431 738 2875
-122 -884 2975
2470 -461 2176
-902 1985 771
-2510 2462 -1133
-2399 1812 2519
-2342 2800 -941
2179 2597 -381
1306 -89 609
14 -991 -1794
-2190 -2023 -1145
2936 1011 -775
1008 2186 -1200
30 2726 -1492
-1051 1050 1645
331 -1331 1947
2694 -2064 2310
-1895 -463 -237
-2510 -2765 2521
2852 -1722 -1191
1728 1991 975
-685 2630 354
-2795 -806 -1741
-705 -1536 -835
-1438 -51 -2820
1799 2955 -1779
2235 -2209 376
2414 1672 -654
2588 -2382 229
-877 -1914 2557
2234 1426 861
-1381 -1046 1122
874 2777 -514
-2408 2989 -2827
2221 2044 1056
-298 -2290 -2074
105 -1292 513
-735 935 -1116
-500 2547 -792
855 581 -720
2433 -2158 2662
906 2504 791
-2648 133 293
1964 -1377 1022
1959 427 1841
305 1112 -1782
-660 1234 -1744
1184 -653 -20
1783 -560 -1735
-1691 -46 -70
-514 -2542 2497
2374 792 770
-724 671 916
-2318 1254 -1121
-2761 -1764 2515
2235 -1185 1161
-488 2869 599
2341 -2858 -1289
17 -2254 1853
-944 2982 1965
-56 -2286 -2898
-1200 -1953 2273
1 816 2012
631 230 1342
2727 1974 1133
-1523 -2403 -2023
1833 298 1157
-2763 462 -728
-1404 2785 -973
-1234 1038 1122
-1377 1037 468
-929 1789 -931
830 -1276 78
-1007 473 1733
-627 2815 206
-1023 2634 173
1503 -1034 299
2743 681 -1767
-665 1971 -1871
791 -574 -2666
2415 -2184 81
-2947 -2426 -1334
-1102 1375 2484
-2034 -1118 1796
-52 2281 -747
-118 845 -783
-1848 -2853 -1383
2204 947 305
990 -2503 2366
-1171 -1018 190
-1273 -893 -651
-2478 -904 -605
-917 1756 2507
-517 -2919 -2518
-938 -1371 -209
-1253 1473 -2615
-2638 -937 1665
-1438 -2434 747
487 -669 -297
271 -2920 2445
2283 -485 -2674
2271 -2033 2003
2901 369 -1736
296 607 1447
-1033 -2004 -82
742 -2370 -2468
-333 -1508 721
2073 2552 2367
-389 981 2096
-992 1323 -1380
1289 1567 -2051
1805 2670 721
2739 -767 -1123
58 -2453 -1443
-1875 -537 -269
-913 2755 1963
7 240 -300
896 1361 2540
-939 1992 -2539
-1621 -934 -720
-1034 2516 -946
1004 -2778 -2973
-2168 2346 1276
2856 1073 2638
464 -2774 -22
342 -41 2539
2474 1905 -1173
-1138 1662 -40
521 443 -1316
-1169 2751 -2672
2039 345 2190
-2904 -2024 726
-2594 -1656 962
-805 122 -578
-2203 138 1646
2245 2267 2669
-2525 2615 -1910
1144 2235 1965
2442 -531 1946
1905 -2880 -2614
399 834 -2726
-1182 304 -2072
2249 2418 2228
2881 1335 -1698
535 -999 -1172
-126 2414 628
788 2211 -19
2932 -347 2723
2094 658 1653
257 -1560 2676
1920 -123 -1953
-2130 2688 -2973
-230 883 -2788
1155 356 -2837
-2902 -112 -2206
-700 -661 -139
-2836 -1405 1404
-2081 -1025 1354
273 -454 -1598
1577 -2882 -436
-716 -882 -2459
-2980 -1013 -1720
1601 175 2564
259 -2082 114
1104 678 384
-393 -1246 -38
-2488 2875 2362
2343 2570 -77
1215 -2172 -2645
2052 2451 -2488
-2215 1300 -225
2608 -2184 2608
-1339 2597 -821
-109 538 -416
2145 46 -2241
1485 2089 794
-1981 -2493 340
2967 -997 2055
-192 -2581 136
-2041 -2279 286
-1999 -1504 -2483
2937 143 -543
-1844 762 -1638
2491 -2430 1659
948 -295 477
-7 -2056 924
568 1386 2679
-935 -1411 561
-1086 -2545 465
-1002 -1988 -752
-1616 -82 2824
-2130 1973 2042
1275 -1854 -2712
-838 -1796 1617
-1126 1000 2868
1521 837 -2080
-1213 -2448 286
-2272 2978 -2941
363 -1494 769
2809 -2277 -1870
-1145 2684 1838
2482 2793 -798
604 -2063 362
339 -2569 1987
2721 1744 2804
2567 2615 842
1643 -162 -2234
-1691 837 221
-2134 -1598 1950
-2041 -389 -2531
-2123 -1496 2820
-1316 -1616 1116
-2640 -37 -1024
-1212 2013 -713
511 1730 -2301
-1347 -2206 -2714
-2355 -2624 766
1716 724 -311
-2250 -1628 -2921
1906 923 1744
-412 -2250 -516
-209 161 -625
-1702 723 2228
1156 -1442 -2839
165 -2326 -1481
1263 2189 2731
1462 1873 -518
-1214 999 2906
-1829 1674 -2689
2139 -1400 498
1465 -1430 -1054
1816 -765 1391
-1145 -421 -2742
2473 255 2471
2520 -2745 -2147
1821 -1472 1814
-102 1595 -2289
-2964 2809 -2251
-609 88 2375
2746 -2032 465
-2807 -1225 -286
1295 -1240 2471
1626 -1481 2189
257 -477 -2091
954 -622 -253
1833 536 -1552
-2942 2808 2124
-2091 -1601 1923
2535 -1743 -21
-977 -2776 -2301
344 751 -213
1293 -2777 -1712
2204 2647 1702
2014 -2124 -1900
135 466 -149
31 -722 270
-891 -1907 838
2508 -2435 -1393
-61 2966 -715
316 1609 -1039
2475 745 2951
-2706 -594 -193
76 2759 493
341 -1174 -1709
-2259 -1116 -2185
-513 -1151 -1935
-2276 2735 358
2016 145 -440
1723 -1204 -958
1618 2591 -2288
2246 2936 -2282
-56 -1136 1655
-922 2615 -1232
467 1425 -535
-762 -769 -2848
-2937 -2061 -2385
-157 810 147
1332 547 -2682
871 -2336 -1938
-301 1154 -2554
1763 830 -895
-2262 2977 1329
2657 -1069 -535
-720 -1111 1990
-2073 316 -2200
-1261 -2658 1407
2778 2550 -2879
-1718 -619 -1510
1125 1277 2994
308 1065 1151
694 2295 -2305
-1500 1018 400
-750 -2248 2632
-2832 -1551 -1975
-2465 -802 -2026
-2254 398 392
-2165 -644 -505
-929 2316 -1626
-2870 -772 -2122
-978 -402 -2812
-2179 1827 1830
93 2592 1178
-2826 -2212 -2386
-2175 -2065 -333
2190 -1667 2057
-1807 -2571 -904
1850 2870 -2334
-2935 -1798 -1729
1176 -197 2789
-427 1994 1152
-1099 -1803 -2923
-857 2903 -1530
-2742 -654 -113
1102 2830 2463
-2251 -835 25
720 1397 178
-2735 2686 -2267
1949 345 849
-796 72 2455
892 -607 -7
-1204 -2152 2068
-2183 2976 1771
2435 1729 -2247
1950 2795 1889
-1051 1578 937
-2058 -1752 -272
-222 -1675 1999
2507 1991 -2915
-2995 1067 -2611
303 -848 -1338
-2762 1380 382
-2487 2512 682
-1822 207 -2864
2957 1616 1984
-887 704 -2399
-181 -592 2356
-731 191 1433
1162 1912 274
2090 -2006 2127
-1895 -2502 2260
-813 -1590 -2936
1171 924 1586
2239 -1043 2252
-131 -2037 -2419
-2466 527 -2176
-761 -309 2704
-2428 2781 -1707
-1370 555 -2507
996 449 -2569
-2688 -2181 365
-1037 -2924 2283
2693 -2495 -719
805 -2920 1689
-1113 -1666 2347
1424 -293 -990
445 -1894 -174
-1776 -2798 -1457
669 401 -1056
1456 420 2374
1784 217 2130
-740 2547 2832
-2695 -2945 -1277
2524 -956 1349
1144 -1364 580
-450 1313 140
-1768 -1662 -1512
-371 -1383 1753
-1327 406 2747
-1828 -1499 -1773
2976 881 2924
892 2561 -1938
-1726 532 144
-1064 -1993 -2336
-342 1683 -356
-1359 2622 2198
1878 -2181 2093
1847 -367 -2476
-1861 -2654 2997
-2462 2526 1230
-1506 -2603 2688
2644 -2508 -2425
-2262 1113 -2002
2058 -2993 -2231
-895 -1059 1811
837 -870 -393
1288 -1657 -2661
1340 -1431 1955
-2411 554 1068
-630 -2673 943
2809 20 -1593
2751 1579 930
2507 -1670 2954
-123 -920 -1089
338 -2539 -2123
2642 -1755 2016
-1858 1603 -2047
1526 161 -1051
1961 1121 -755
-2236 2744 13
-2033 -1683 -2756
357 1148 -51
-1796 -2084 -478
659 2142 786
949 226 903
1466 -2855 2185
-2598 -1447 486
-2014 -2974 1805
-1047 143 -1909
1718 -2404 -2830
-2753 2289 1492
-577 119 2399
2747 874 -2745
-376 1414 -1239
2717 -1196 -1466
463 -2301 2276
-1114 640 -636
2266 -2712 1397
-923 -1790 210
-861 1216 -2937
-968 -1742 -1013
428 -907 -1601
-184 -2917 2057
-2757 925 2316
2232 -2864 1794
1560 767 -1141
244 -2418 -1702
1739 -985 84
-343 -220 88
1590 1196 2429
1427 -2283 1750
587 -2012 -2560
873 -1028 -805
-104 518 2807
64 1541 -2948
-417 1404 1874
2204 2392 -2532
-1151 467 -430
-75 936 438
-2760 -941 265
-781 -1953 -523
84 -945 1005
1491 1609 1064
-1942 949 -679
-782 -98 2826
2922 2735 298
655 -143 1401
-205 988 -272
-1071 -2206 -1214
-483 -372 313
-2305 -573 -2295
947 1335 -2986
2485 -2683 21
1443 441 -1487
-777 -433 1000
-1367 2110 -216
974 -219 849
-25 -268 346
-2076 2069 -217
132 -1992 -214
685 533 -1458
-779 1888 -242
2226 1756 -2461
-1334 453 2026
128 2492 -1429
-626 -2001 -1360
-1909 -1879 2896
-322 -920 2423
1282 1270 1495
-1066 2809 2610
521 -1409 -1679
156 -755 1096
1161 2000 -237
1436 -847 1109
-483 -1075 -2844
687 -2263 -355
1547 1142 -1878
-995 2931 -333
1945 2564 950
-896 -2755 37
-2114 -2034 -990
-2020 -1540 2468
-75 568 -2527
1692 1663 2918
1570 -2435 1536
2841 204 1963
292 2715 -839
-486 1905 -2313
-1383 -1743 -2973
-2690 -2620 -880
2146 794 -2703
2496 -1971 216
-599 1767 1092
2660 -513 587
-1789 825 1242
-789 -2892 -487
1780 -1407 -201
-1535 -861 -2694
-2321 2722 2626
-172 2974 -1714
-499 2025 -1442
2618 -1149 1119
1657 1527 -942
157 -2694 2359
-1082 1637 1041
-2435 2752 -1155
122 1665 -227
-1386 -2641 440
1135 1492 -879
705 -80 2658
-2570 -317 1350
348 110 124
-1544 -1040 -339
1369 -224 1597
1611 921 2721
879 2493 -1139
-1117 2648 -2839
-1593 -260 -1940
98 -2707 2627
1568 101 -2151
2811 -2803 -1517
-1692 1531 981
2894 1238 -2290
1002 1363 1907
1966 -2418 445
-2703 1335 1564
-1741 1544 -1205
-1577 807 -194
-1937 -1718 1894
-1109 2794 1848
-566 2476 2209
-22 -1272 899
806 -1273 -61
-745 421 2816
1493 -2324 2643
881 -110 -124
1848 676 -2870
-406 -89 1931
2356 -2864 1057
722 -1465 2888
-767 2877 858
1790 -1480 276
-1293 -1867 -1920
-1230 2149 2408
690 2249 1109
1651 -117 -1167
-2073 -2411 2220
1359 2907 -2174
-371 -1213 -1799
-2847 -644 1237
745 249 2163
-257 1538 -1096
367 2037 349
-335 2112 2381
-281 -1699 -1077
-2707 -2320 -958
2953 -436 -1130
1098 1408 987
1325 1111 2831
2881 -1461 1870
132 -526 -1372
-725 -1537 1619
2725 -2758 355
1484 310 1737
-2650 -1368 2814
-2461 -1108 -2754
1862 -1978 1368
-1983 316 1653
1124 1276 -2898
-347 1908 845
-607 2731 55
-536 -2247 -1315
904 -2901 222
-708 1997 -2981
1118 -1649 -2605
481 -2886 2084
2107 1267 1465
-1037 -1808 398
1000 2340 393
-1468 1192 1433
1002 -2490 1618
266 2759 -1369
2705 -1557 2218
-533 997 -2181
-47 -982 2725
2964 -666 1128
2813 -975 653
996 459 2281
-468 1118 -1222
-362 2661 -1927
-2048 1836 79
-1942 1548 2368
-323 -20 1269
-935 -1718 685
-2998 1643 -1502
-2458 -1542 -2839
1292 1009 916
267 581 840
-2552 -2287 -545
-2586 -1399 -1098
-2039 -1524 2111
1424 -2789 -1391
-2565 934 1257
282 -423 219
-1377 -1909 2265
-2188 2634 2946
1285 1170 -702
135 -1866 694
1754 -1603 1203
1833 1195 1629
-1878 -332 -1856
-2395 2417 1449
2038 -2604 1485
-998 -2454 1579
-149 813 -2921
1019 -2213 -1550
2749 -2150 1664
-600 -161 -7
2372 1751 2537
-1645 -330 1275
-1845 -1250 2932
1807 1121 -330
2326 2479 1886
1484 1682 -1445
-1843 -1797 860
1263 1034 850
1516 2273 1082
-2639 -2336 -2150
2153 2022 -51
2833 20 -356
-12 1530 2568
-169 -1076 -1486
-2202 -539 -1538
-728 -119 -2730
-302 2028 2010
2965 2709 1952
1843 993 2867
-820 1157 2494
-218 -418 278
728 -2826 -1929
-904 -1339 1546
1413 -1787 2980
389 -1015 -1665
2823 -2208 2253
2160 -1775 2877
-500 -496 2615
2167 1004 -1171
-276 377 -979
2556 -2878 1114
-1326 -471 622
1928 2088 1443
1213 -2312 2690
-1744 -1618 833
-2397 -2170 -804
-2811 706 2663
-1597 1491 2148
-1220 1229 276
-1805 -2214 -1572
1297 979 -280
-1980 -2336 -2786
-2329 -194 2405
2022 -2964 -1782
-1961 844 196
1260 -995 406
2917 2176 2243
-2226 2669 2341
1012 -1202 688
1016 2010 -460
-1684 586 2678
220 -472 779
863 1487 844
177 -1608 1896
1368 1768 2127
557 -1180 1031
693 -1526 -2900
-2059 1358 1246
1363 2932 675
1066 -499 2551
62 -525 -2794
-1464 -647 1537
1352 -2000 665
-201 115 -1510
-2032 2019 2134
-59 905 -312
841 -1503 763
1108 -928 384
1055 318 956
212 2035 -2369
-1530 -508 2106
1938 763 344
2505 -1718 -303
-793 -804 2511
-2770 2247 -2841
1717 2747 526
-2714 673 2295
-632 -1264 -568
-2218 -431 -268
777 2709 594
2914 2800 2647
-1333 1732 598
1582 248 1190
1649 1549 2794
-1033 -2644 2215
2940 1136 1604
2527 -676 -845
-481 -1261 1808
1587 2284 -611
-1084 2292 -500
-2053 965 -2465
-1331 -2788 2887
-2483 757 -1664
514 465 2825
570 -1963 -2467
1163 -2253 -118
-2857 -1339 -2987
17 1932 603
-352 -2523 -2412
2059 -303 336
2971 -455 1859
-2093 -1113 -2156
-232 -566 -1854
127 2202 1565
2459 2547 -49
2798 -828 -2997
433 -1329 2431
-391 2759 -1682
-1086 -2230 -1624
2748 -1346 2464
2825 1021 -2271
-239 2851 -2514
-137 -491 1737
-1341 -1262 2060
-2058 -25 1179
-1708 -2737 -2178
1000 2133 -1229
-2557 1476 -1761
1755 2584 2706
769 606 708
2127 1757 -1030
2712 2947 -410
103 319 2891
825 1106 -816
13 -473 225
619 -2361 2463
949 -24 1496
-2142 -277 1601
1938 2929 1382
-2204 2409 -1775
-2552 -2022 2905
1422 200 871
269 621 1083
716 -1256 2239
-2731 1571 -2055
1000 1426 994
-908 592 1944
291 2401 -1289
2320 996 -2593
1410 -128 394
692 -122 1517
-1698 810 339
158 -1832 -65
1639 2182 2114
1353 -912 1381
167 2463 -1425
1228 -2292 -552
-1919 966 1442
-494 -14 -1020
-2105 657 1323
290 -2325 -1333
600 2780 514
-1332 -77 2725
2316 -712 1847
-2195 -1648 2673
340 2607 -129
1266 -1346 -2107
2476 2085 -1915
1111 1665 -125
1770 -191 1229
643 -177 -2451
652 -113 1381
2954 -2261 1132
-360 2696 2446
-112 -380 -751
-2799 -555 -2308
2790 749 1655
1630 2770 2537
1973 -69 -234
2118 185 2825
670 466 -783
-989 2657 -2087
-1395 1860 1506
2175 -930 -2514
-2253 -1025 -1458
2235 -1884 724
193 1872 -221
87 -1199 -2140
548 1182 -2001
1999 -1091 -1309
-2751 181 -607
957 -178 -256
1822 -2344 536
1392 -852 -152
919 -1646 -2123
2500 -116 -1009
-736 -2584 2554
2074 -445 -726
-662 -930 328
-1042 -2936 -476
1292 2262 -1870
168 1174 188
-2299 717 -1224
-1618 -2790 -2363
2282 -2457 2261
-1134 1775 -2610
-973 797 794
-863 503 1141
2351 2628 2271
1709 1208 745
-1862 885 672
-2983 -305 -1445
1586 1912 1035
-838 -1619 -1819
203 2758 -2594
-1441 533 1061
-2100 -863 -336
-962 -2025 198
413 2596 2931
-743 -1166 1226
-1306 -2115 -2427
-1175 -1783 2277
-200 -577 -663
-248 2465 -911
632 760 2817
-64 -222 2793
-2634 -2585 395
-2501 -2168 2657
-1921 1477 1065
-1463 -2723 -713
-766 -1906 1467
344 -33 -2825
2935 -857 -1205
92 -2792 -150
-2480 -1200 102
2054 2631 -1162
-2473 -371 1837
-784 -195 -433
548 1105 -797
-1781 -2423 802
-769 -210 2743
-259 1670 1685
871 2353 1123
-2312 -899 -290
-357 -2272 576
2303 577 2658
2639 -2806 16
1906 -2407 -543
-174 -8 2001
-287 1399 413
-1452 -2832 -88
-200 -1996 557
-1340 -1471 2443
-739 1971 -1296
-1357 1881 -357
1703 2826 2829
-1499 -46 -2754
-2680 -552 285
-2034 -319 -1715
-2507 -2029 2820
-2909 -1682 106
-2555 -1760 -2706
1623 284 -299
890 -2271 -466
-2853 -382 766
-866 -769 1759
1374 -1285 512
2191 1855 287
-368 -259 -333
-1157 -1624 -2917
-2852 2356 -2037
-2073 -1714 -2914
2071 -1976 2089
-1453 641 1871
-499 1794 -2087
-1749 -2769 1208
2632 -1000 -2826
834 -848 -369
2114 -583 2473
-1061 -1301 2301
-560 1464 -793
1657 663 792
405 -1441 1259
-1361 -1750 2503
-2545 1569 752
-2904 -833 -58
312 1698 -2370
-1582 -2975 1987
-2983 -2106 -2132
-1716 1669 322
654 -682 2679
482 2456 -764
489 -1 -582
1266 2815 -2899
-1406 2513 -882
-268 2208 1446
452 2482 1885
2384 431 -428
-936 -382 1531
-98 760 379
194 -1552 -930
-2626 -17 2876
1218 -1202 192
-377 1630 -385
1297 -2788 -1
-621 -1106 2363
-312 -2423 -551
-2693 2316 -1755
-958 -867 2146
2882 -1869 -2299
-2340 -1777 2086
-971 1933 1678
586 -1469 -1401
-258 -49 -1822
622 1601 1177
-882 33 2414
-1050 1556 -50
2060 2375 2663
311 888 -566
53 -630 -2898
2673 1252 -1714
1907 -1853 -219
-1604 -1539 -2420
-2777 -2035 -362
2357 2733 1697
2796 234 2043
-2891 448 -2115
2277 1379 -2995
-1578 1765 -1439
-800 574 -2001
1361 763 -716
1470 354 -1631
-417 -203 -1443
1763 -2503 2762
-2482 1059 2299
-1352 953 818
-2779 -2886 -454
2318 1593 -187
2568 95 -2735
-1779 2567 -2722
-425 -2159 -2628
-410 599 -2972
-734 -2238 -183
1729 -2871 2204
116 -2024 1687
1693 2442 1255
-1950 -647 -2123
674 -2129 70
-2020 446 -2831
2306 -1848 -1219
1899 -721 2812
-1207 2159 -786
-2186 -1631 109
-1719 1269 2858
-2904 141 459
343 1991 -2651
2550 2934 -1726
-610 -258 151
-1865 -2189 2442
-2388 846 -631
-2158 639 -200
1120 -2623 -1608
-2443 -916 -909
-2954 2046 1293
1870 2635 912
1983 2314 2323
-715 1908 1769
2151 -2720 2668
-2490 -1210 1381
519 2198 -1017
-768 -94 2866
-976 -320 -553
-1002 -1293 1458
-971 -1996 -2166
-2648 -2691 -1068
-1612 214 -923
-1855 422 -2421
1201 42 -255
408 -2895 1414
910 2339 -1610
1794 2285 -633
-2751 253 -2865
-531 2097 -2519
1576 -1418 180
-1587 -2283 -1235
-1004 1082 2853
2069 2846 -1647
-312 2578 -2690
1604 -2070 -1061
2119 -1507 217
-1513 1194 -2475
-1274 -2680 2281
